date,sym,time,price,size,qualifier,bid,ask
2013-01-15,BARCl.CHI,10:45:36.000,247.083,53100,x,247.078,247.088
2013-01-15,VODl.BS,10:45:36.000,161.976,788150,B,161.971,161.981
2013-01-15,BARC.TQ,10:46:04.800,241.68,339820,DARKTRADE,241.675,241.685
2013-01-15,VODl.BS,10:46:04.800,159.432,162090,B,159.427,159.437
2013-01-15,BARCl.BS,10:46:33.600,247.073,955060,AUC,247.068,247.078
2013-01-15,VOD.L,10:46:33.600,162.997,649110,B,162.992,163.002
2013-01-15,BARCl.CHI,10:47:02.400,245.677,503590,c,245.672,245.682
2013-01-15,VODl.CHI,10:47:02.400,160.059,266430,b,160.054,160.064
2013-01-15,BARC.L,10:47:31.200,246.827,993510,A,246.822,246.832
2013-01-15,VODl.BS,10:47:31.200,159.074,539730,A,159.069,159.079
2013-01-15,BARCl.BS,10:48:00.000,243.296,495990,A,243.291,243.301
2013-01-15,VOD.L,10:48:00.000,161.079,917010,m,161.074,161.084
2013-01-15,BARC.L,10:48:28.800,243.051,598950,B,243.046,243.056
2013-01-15,VODl.CHI,10:48:28.800,162.797,431280,DRK,162.792,162.802
2013-01-15,BARC.TQ,10:48:57.600,247.027,665940,DARKTRADE,247.022,247.032
2013-01-15,VOD.L,10:48:57.600,160.748,372660,Auc,160.743,160.753
2013-01-15,BARCl.BS,10:49:26.400,245.955,540570,AUC,245.95,245.96
2013-01-15,VOD.L,10:49:26.400,160.968,157550,DARKTRADE,160.963,160.973
2013-01-15,BARC.L,10:49:55.200,246.8,132980,B,246.795,246.805
2013-01-15,VOD.L,10:49:55.200,159.187,919440,A,159.182,159.192
2013-01-15,BARC.L,10:50:24.000,240.946,413750,DARKTRADE,240.941,240.951
2013-01-15,VODl.CHI,10:50:24.000,161.39,157190,DRK,161.385,161.395
2013-01-15,BARC.TQ,10:50:52.800,244.166,25480,DARKTRADE,244.161,244.171
2013-01-15,VOD.L,10:50:52.800,162.734,958770,DARKTRADE,162.729,162.739
2013-01-15,BARC.TQ,10:51:21.600,246.789,657000,A,246.784,246.794
2013-01-15,VOD.L,10:51:21.600,162.13,963650,Auc,162.125,162.135
2013-01-15,BARC.L,10:51:50.400,245.093,691160,B,245.088,245.098
2013-01-15,VODl.CHI,10:51:50.400,162.705,370210,c,162.7,162.71
2013-01-15,BARC.L,10:52:19.200,247.074,836930,C,247.069,247.079
2013-01-15,VODl.TQ,10:52:19.200,163.021,819550,X,163.016,163.026
2013-01-15,BARC.L,10:52:48.000,242.472,999190,X,242.467,242.477
2013-01-15,VODl.TQ,10:52:48.000,159.621,957730,m,159.616,159.626
2013-01-15,BARC.TQ,10:53:16.800,244.305,548250,Auc,244.3,244.31
2013-01-15,VODl.CHI,10:53:16.800,159.687,688830,auc,159.682,159.692
2013-01-15,BARC.TQ,10:53:45.600,240.936,838910,Auc,240.931,240.941
2013-01-15,VODl.CHI,10:53:45.600,162.888,267210,x,162.883,162.893
2013-01-15,BARC.TQ,10:54:14.400,241.313,102830,B,241.308,241.318
2013-01-15,VOD.L,10:54:14.400,158.978,757510,B,158.973,158.983
2013-01-15,BARC.L,10:54:43.200,246.425,313270,Auc,246.42,246.43
2013-01-15,VODl.CHI,10:54:43.200,162.382,488590,auc,162.377,162.387
2013-01-15,BARC.TQ,10:55:12.000,246.591,170800,B,246.586,246.596
2013-01-15,VODl.TQ,10:55:12.000,161.383,168910,A,161.378,161.388
2013-01-15,BARC.TQ,10:55:40.800,244.909,847640,m,244.904,244.914
2013-01-15,VODl.BS,10:55:40.800,162.888,922550,c,162.883,162.893
2013-01-15,BARC.L,10:56:09.600,245.754,130750,DARKTRADE,245.749,245.759
2013-01-15,VODl.TQ,10:56:09.600,159.022,434710,A,159.017,159.027
2013-01-15,BARCl.BS,10:56:38.400,243.188,810410,A,243.183,243.193
2013-01-15,VODl.TQ,10:56:38.400,163.026,510340,Auc,163.021,163.031
2013-01-15,BARCl.BS,10:57:07.200,244.148,413030,B,244.143,244.153
2013-01-15,VODl.TQ,10:57:07.200,159.158,713630,DARKTRADE,159.153,159.163
2013-01-15,BARC.L,10:57:36.000,241.439,178740,C,241.434,241.444
2013-01-15,VODl.CHI,10:57:36.000,161.378,787360,DRK,161.373,161.383
2013-01-15,BARCl.CHI,10:58:04.800,245.533,271200,b,245.528,245.538
2013-01-15,VODl.BS,10:58:04.800,162.625,9320,B,162.62,162.63
2013-01-15,BARCl.BS,10:58:33.600,243.049,668480,DARK,243.044,243.054
2013-01-15,VOD.L,10:58:33.600,161.756,802660,C,161.751,161.761
2013-01-15,BARCl.BS,10:59:02.400,243.535,581040,c,243.53,243.54
2013-01-15,VODl.CHI,10:59:02.400,162.829,885250,a,162.824,162.834
2013-01-15,BARCl.BS,10:59:31.200,240.936,92540,c,240.931,240.941
2013-01-15,VODl.BS,10:59:31.200,162.282,861780,A,162.277,162.287
2013-01-15,BARCl.BS,11:00:00.000,246.297,612380,DARK,246.292,246.302
2013-01-15,VODl.CHI,11:00:00.000,158.996,392370,x,158.991,159.001
2013-01-15,BARC.L,11:00:28.800,243.544,916880,m,243.539,243.549
2013-01-15,VODl.CHI,11:00:28.800,158.978,607010,c,158.973,158.983
2013-01-15,BARC.L,11:00:57.600,243.516,77700,B,243.511,243.521
2013-01-15,VODl.BS,11:00:57.600,158.99,781200,AUC,158.985,158.995
2013-01-15,BARC.TQ,11:01:26.400,245.242,133590,DARKTRADE,245.237,245.247
2013-01-15,VODl.TQ,11:01:26.400,160.056,39680,DARKTRADE,160.051,160.061
2013-01-15,BARCl.CHI,11:01:55.200,246.9,780860,b,246.895,246.905
2013-01-15,VODl.TQ,11:01:55.200,159.867,876340,B,159.862,159.872
2013-01-15,BARC.TQ,11:02:24.000,241.238,666130,A,241.233,241.243
2013-01-15,VODl.TQ,11:02:24.000,159.931,361500,B,159.926,159.936
2013-01-15,BARC.TQ,11:02:52.800,245.702,563270,DARKTRADE,245.697,245.707
2013-01-15,VODl.TQ,11:02:52.800,159.063,646610,B,159.058,159.068
2013-01-15,BARCl.BS,11:03:21.600,246.361,782380,B,246.356,246.366
2013-01-15,VODl.TQ,11:03:21.600,163.015,541040,B,163.01,163.02
2013-01-15,BARCl.BS,11:03:50.400,241.026,994240,c,241.021,241.031
2013-01-15,VODl.BS,11:03:50.400,159.549,903350,AUC,159.544,159.554
2013-01-15,BARC.L,11:04:19.200,246.827,565480,B,246.822,246.832
2013-01-15,VOD.L,11:04:19.200,162.041,311640,DARKTRADE,162.036,162.046
2013-01-15,BARCl.BS,11:04:48.000,241.659,336910,AUC,241.654,241.664
2013-01-15,VODl.CHI,11:04:48.000,159.969,361870,DRK,159.964,159.974
2013-01-15,BARC.L,11:05:16.800,245.35,160210,A,245.345,245.355
2013-01-15,VODl.TQ,11:05:16.800,159.331,122550,B,159.326,159.336
2013-01-15,BARCl.BS,11:05:45.600,246.004,330370,DARK,245.999,246.009
2013-01-15,VODl.BS,11:05:45.600,160.762,57630,AUC,160.757,160.767
2013-01-15,BARC.TQ,11:06:14.400,246.481,622720,X,246.476,246.486
2013-01-15,VODl.CHI,11:06:14.400,162.366,371340,x,162.361,162.371
2013-01-15,BARC.TQ,11:06:43.200,246.198,428650,C,246.193,246.203
2013-01-15,VODl.CHI,11:06:43.200,160.482,921900,c,160.477,160.487
2013-01-15,BARCl.BS,11:07:12.000,245.88,317750,B,245.875,245.885
2013-01-15,VOD.L,11:07:12.000,160.158,586790,X,160.153,160.163
2013-01-15,BARC.TQ,11:07:40.800,246.995,291010,X,246.99,247
2013-01-15,VODl.TQ,11:07:40.800,159.845,511440,C,159.84,159.85
2013-01-15,BARCl.CHI,11:08:09.600,245.294,464400,x,245.289,245.299
2013-01-15,VODl.BS,11:08:09.600,162.577,239240,c,162.572,162.582
2013-01-15,BARC.TQ,11:08:38.400,241.247,256270,C,241.242,241.252
2013-01-15,VODl.TQ,11:08:38.400,161.011,89910,m,161.006,161.016
2013-01-15,BARC.L,11:09:07.200,245.499,825420,DARKTRADE,245.494,245.504
2013-01-15,VODl.BS,11:09:07.200,158.978,61650,AUC,158.973,158.983
2013-01-15,BARCl.CHI,11:09:36.000,244.211,703670,x,244.206,244.216
2013-01-15,VODl.BS,11:09:36.000,159.022,930270,c,159.017,159.027
2013-01-15,BARC.L,11:10:04.800,246.876,619350,DARKTRADE,246.871,246.881
2013-01-15,VOD.L,11:10:04.800,161.346,428930,m,161.341,161.351
2013-01-15,BARC.L,11:10:33.600,243.149,685620,m,243.144,243.154
2013-01-15,VODl.CHI,11:10:33.600,162.935,19340,a,162.93,162.94
2013-01-15,BARC.TQ,11:11:02.400,247.075,251530,A,247.07,247.08
2013-01-15,VODl.TQ,11:11:02.400,162.19,897010,m,162.185,162.195
2013-01-15,BARCl.BS,11:11:31.200,242.416,321430,x,242.411,242.421
2013-01-15,VOD.L,11:11:31.200,162.195,80990,A,162.19,162.2
2013-01-15,BARCl.CHI,11:12:00.000,245.609,291000,a,245.604,245.614
2013-01-15,VODl.BS,11:12:00.000,159.113,365730,B,159.108,159.118
2013-01-15,BARCl.BS,11:12:28.800,243.86,394160,AUC,243.855,243.865
2013-01-15,VODl.BS,11:12:28.800,160.892,726400,c,160.887,160.897
2013-01-15,BARC.L,11:12:57.600,241.021,76550,DARKTRADE,241.016,241.026
2013-01-15,VODl.BS,11:12:57.600,161.791,213090,AUC,161.786,161.796
2013-01-15,BARCl.CHI,11:13:26.400,245.372,190300,auc,245.367,245.377
2013-01-15,VODl.BS,11:13:26.400,160.197,549050,x,160.192,160.202
2013-01-15,BARC.TQ,11:13:55.200,240.953,496900,X,240.948,240.958
2013-01-15,VODl.BS,11:13:55.200,159.163,189000,DARK,159.158,159.168
2013-01-15,BARCl.BS,11:14:24.000,243.687,669590,x,243.682,243.692
2013-01-15,VODl.TQ,11:14:24.000,162.985,177040,B,162.98,162.99
2013-01-15,BARC.L,11:14:52.800,246.756,30720,Auc,246.751,246.761
2013-01-15,VODl.CHI,11:14:52.800,160.264,160080,b,160.259,160.269
2013-01-15,BARCl.CHI,11:15:21.600,241.254,264910,DRK,241.249,241.259
2013-01-15,VOD.L,11:15:21.600,162.141,609050,C,162.136,162.146
2013-01-15,BARCl.CHI,11:15:50.400,246.318,116710,b,246.313,246.323
2013-01-15,VODl.BS,11:15:50.400,162.98,81880,DARK,162.975,162.985
2013-01-15,BARC.TQ,11:16:19.200,241.932,423960,Auc,241.927,241.937
2013-01-15,VODl.BS,11:16:19.200,160.661,758000,A,160.656,160.666
2013-01-15,BARCl.BS,11:16:48.000,246.231,955570,c,246.226,246.236
2013-01-15,VOD.L,11:16:48.000,161.296,82650,X,161.291,161.301
2013-01-15,BARC.TQ,11:17:16.800,244.863,602080,DARKTRADE,244.858,244.868
2013-01-15,VODl.BS,11:17:16.800,159.009,716350,AUC,159.004,159.014
2013-01-15,BARC.L,11:17:45.600,246.323,539190,B,246.318,246.328
2013-01-15,VODl.BS,11:17:45.600,158.997,770060,DARK,158.992,159.002
2013-01-15,BARCl.CHI,11:18:14.400,247.065,359120,DRK,247.06,247.07
2013-01-15,VODl.TQ,11:18:14.400,159.268,888110,Auc,159.263,159.273
2013-01-15,BARC.TQ,11:18:43.200,240.989,394280,Auc,240.984,240.994
2013-01-15,VODl.CHI,11:18:43.200,159.147,963440,a,159.142,159.152
2013-01-15,BARCl.CHI,11:19:12.000,241.056,253670,DRK,241.051,241.061
2013-01-15,VODl.TQ,11:19:12.000,162.679,676450,A,162.674,162.684
2013-01-15,BARC.L,11:19:40.800,241.351,930530,X,241.346,241.356
2013-01-15,VODl.TQ,11:19:40.800,159.102,322630,DARKTRADE,159.097,159.107
2013-01-15,BARC.TQ,11:20:09.600,246.056,403730,C,246.051,246.061
2013-01-15,VOD.L,11:20:09.600,161.203,200830,DARKTRADE,161.198,161.208
2013-01-15,BARC.TQ,11:20:38.400,246.875,10650,C,246.87,246.88
2013-01-15,VODl.TQ,11:20:38.400,162.92,62850,DARKTRADE,162.915,162.925
2013-01-15,BARCl.BS,11:21:07.200,243.378,290440,AUC,243.373,243.383
2013-01-15,VODl.BS,11:21:07.200,161.46,859160,B,161.455,161.465
2013-01-15,BARC.L,11:21:36.000,243.548,891070,B,243.543,243.553
2013-01-15,VODl.BS,11:21:36.000,162.197,367340,DARK,162.192,162.202
2013-01-15,BARC.TQ,11:22:04.800,243.393,714490,m,243.388,243.398
2013-01-15,VODl.TQ,11:22:04.800,159.032,904290,X,159.027,159.037
2013-01-15,BARCl.CHI,11:22:33.600,246.901,755460,a,246.896,246.906
2013-01-15,VODl.CHI,11:22:33.600,160.425,799930,a,160.42,160.43
2013-01-15,BARC.TQ,11:23:02.400,246.607,231600,m,246.602,246.612
2013-01-15,VODl.BS,11:23:02.400,160.088,304820,B,160.083,160.093
2013-01-15,BARC.TQ,11:23:31.200,246.015,82530,A,246.01,246.02
2013-01-15,VODl.TQ,11:23:31.200,159.33,892270,Auc,159.325,159.335
2013-01-15,BARCl.BS,11:24:00.000,245.747,557850,x,245.742,245.752
2013-01-15,VOD.L,11:24:00.000,162.714,691560,A,162.709,162.719
2013-01-15,BARCl.CHI,11:24:28.800,247.001,552100,a,246.996,247.006
2013-01-15,VOD.L,11:24:28.800,162.952,237230,Auc,162.947,162.957
2013-01-15,BARC.TQ,11:24:57.600,244.856,729530,m,244.851,244.861
2013-01-15,VODl.BS,11:24:57.600,160.122,479540,AUC,160.117,160.127
2013-01-15,BARCl.BS,11:25:26.400,240.936,898680,AUC,240.931,240.941
2013-01-15,VODl.TQ,11:25:26.400,160.196,693950,m,160.191,160.201
2013-01-15,BARC.TQ,11:25:55.200,247.04,664850,X,247.035,247.045
2013-01-15,VODl.CHI,11:25:55.200,162.593,725470,auc,162.588,162.598
2013-01-15,BARCl.BS,11:26:24.000,244.125,371620,x,244.12,244.13
2013-01-15,VODl.CHI,11:26:24.000,160.822,711090,DRK,160.817,160.827
2013-01-15,BARC.L,11:26:52.800,245.289,730530,B,245.284,245.294
2013-01-15,VOD.L,11:26:52.800,160.358,831220,m,160.353,160.363
2013-01-15,BARCl.CHI,11:27:21.600,241.314,851840,a,241.309,241.319
2013-01-15,VODl.BS,11:27:21.600,160.497,921050,A,160.492,160.502
2013-01-15,BARCl.BS,11:27:50.400,242.369,195080,DARK,242.364,242.374
2013-01-15,VODl.BS,11:27:50.400,162.643,961740,DARK,162.638,162.648
2013-01-15,BARC.TQ,11:28:19.200,245.294,145950,Auc,245.289,245.299
2013-01-15,VODl.TQ,11:28:19.200,159.181,58570,C,159.176,159.186
2013-01-15,BARC.TQ,11:28:48.000,241.52,470700,DARKTRADE,241.515,241.525
2013-01-15,VOD.L,11:28:48.000,161.839,525270,m,161.834,161.844
2013-01-15,BARCl.BS,11:29:16.800,242.234,146000,A,242.229,242.239
2013-01-15,VOD.L,11:29:16.800,160.366,465540,Auc,160.361,160.371
2013-01-15,BARC.L,11:29:45.600,241.669,135680,B,241.664,241.674
2013-01-15,VODl.TQ,11:29:45.600,159.755,677510,B,159.75,159.76
2013-01-15,BARCl.CHI,11:30:14.400,241.55,408740,a,241.545,241.555
2013-01-15,VODl.BS,11:30:14.400,158.978,381840,AUC,158.973,158.983
2013-01-15,BARC.L,11:30:43.200,246.9,285900,C,246.895,246.905
2013-01-15,VODl.CHI,11:30:43.200,162.945,693670,auc,162.94,162.95
2013-01-15,BARCl.CHI,11:31:12.000,241.168,606200,x,241.163,241.173
2013-01-15,VODl.CHI,11:31:12.000,162.963,897100,b,162.958,162.968
2013-01-15,BARCl.BS,11:31:40.800,241.789,725050,A,241.784,241.794
2013-01-15,VODl.BS,11:31:40.800,162.769,841430,x,162.764,162.774
2013-01-15,BARC.L,11:32:09.600,241.412,233510,DARKTRADE,241.407,241.417
2013-01-15,VODl.BS,11:32:09.600,162.804,743080,x,162.799,162.809
2013-01-15,BARC.TQ,11:32:38.400,241.823,375460,B,241.818,241.828
2013-01-15,VODl.CHI,11:32:38.400,160.901,989060,c,160.896,160.906
2013-01-15,BARC.L,11:33:07.200,242.099,271810,Auc,242.094,242.104
2013-01-15,VODl.TQ,11:33:07.200,159.424,249690,m,159.419,159.429
2013-01-15,BARC.L,11:33:36.000,245.501,716670,X,245.496,245.506
2013-01-15,VODl.BS,11:33:36.000,158.994,708130,AUC,158.989,158.999
2013-01-15,BARC.L,11:34:04.800,244.784,49850,B,244.779,244.789
2013-01-15,VOD.L,11:34:04.800,161.112,967300,B,161.107,161.117
2013-01-15,BARC.TQ,11:34:33.600,246.661,784360,B,246.656,246.666
2013-01-15,VODl.TQ,11:34:33.600,161.55,589510,C,161.545,161.555
2013-01-15,BARC.L,11:35:02.400,246.772,73210,B,246.767,246.777
2013-01-15,VOD.L,11:35:02.400,159.436,747560,B,159.431,159.441
2013-01-15,BARCl.BS,11:35:31.200,241.798,541830,AUC,241.793,241.803
2013-01-15,VODl.BS,11:35:31.200,162.95,821320,A,162.945,162.955
2013-01-15,BARCl.BS,11:36:00.000,241.282,547940,x,241.277,241.287
2013-01-15,VODl.BS,11:36:00.000,159.496,256880,AUC,159.491,159.501
2013-01-15,BARC.TQ,11:36:28.800,244.344,556170,B,244.339,244.349
2013-01-15,VODl.CHI,11:36:28.800,159.516,320780,c,159.511,159.521
2013-01-15,BARCl.CHI,11:36:57.600,246.495,586490,a,246.49,246.5
2013-01-15,VODl.TQ,11:36:57.600,160.971,388950,DARKTRADE,160.966,160.976
2013-01-15,BARC.L,11:37:26.400,240.994,551320,Auc,240.989,240.999
2013-01-15,VODl.BS,11:37:26.400,160.037,322180,c,160.032,160.042
2013-01-15,BARCl.BS,11:37:55.200,247.057,418040,A,247.052,247.062
2013-01-15,VOD.L,11:37:55.200,162.979,788460,Auc,162.974,162.984
2013-01-15,BARCl.BS,11:38:24.000,240.936,27900,B,240.931,240.941
2013-01-15,VODl.BS,11:38:24.000,160.851,531430,B,160.846,160.856
2013-01-15,BARCl.BS,11:38:52.800,241.359,964420,c,241.354,241.364
2013-01-15,VODl.TQ,11:38:52.800,161.086,911220,A,161.081,161.091
2013-01-15,BARC.TQ,11:39:21.600,241.907,391980,DARKTRADE,241.902,241.912
2013-01-15,VODl.TQ,11:39:21.600,162.77,754430,B,162.765,162.775
2013-01-15,BARCl.BS,11:39:50.400,247.079,119120,x,247.074,247.084
2013-01-15,VODl.CHI,11:39:50.400,158.986,793750,b,158.981,158.991
2013-01-15,BARCl.CHI,11:40:19.200,247.038,852870,b,247.033,247.043
2013-01-15,VOD.L,11:40:19.200,161.81,679210,X,161.805,161.815
2013-01-15,BARC.L,11:40:48.000,242.651,12700,B,242.646,242.656
2013-01-15,VODl.TQ,11:40:48.000,159.081,732570,Auc,159.076,159.086
2013-01-15,BARC.TQ,11:41:16.800,244.112,588970,C,244.107,244.117
2013-01-15,VOD.L,11:41:16.800,161.843,423350,X,161.838,161.848
2013-01-15,BARC.L,11:41:45.600,241.789,360120,B,241.784,241.794
2013-01-15,VODl.BS,11:41:45.600,160.286,642350,B,160.281,160.291
2013-01-15,BARCl.BS,11:42:14.400,242.81,156000,B,242.805,242.815
2013-01-15,VODl.TQ,11:42:14.400,159.129,907910,Auc,159.124,159.134
2013-01-15,BARCl.BS,11:42:43.200,245.988,751800,AUC,245.983,245.993
2013-01-15,VODl.CHI,11:42:43.200,162.121,122800,b,162.116,162.126
2013-01-15,BARCl.BS,11:43:12.000,246.747,674120,AUC,246.742,246.752
2013-01-15,VOD.L,11:43:12.000,162.072,304280,Auc,162.067,162.077
2013-01-15,BARC.L,11:43:40.800,241.557,196090,B,241.552,241.562
2013-01-15,VODl.TQ,11:43:40.800,161.874,628370,A,161.869,161.879
2013-01-15,BARCl.BS,11:44:09.600,246.901,511550,x,246.896,246.906
2013-01-15,VOD.L,11:44:09.600,160.8,560320,m,160.795,160.805
2013-01-15,BARC.L,11:44:38.400,242.629,801210,X,242.624,242.634
2013-01-15,VODl.CHI,11:44:38.400,158.978,760930,b,158.973,158.983
2013-01-15,BARCl.BS,11:45:07.200,246.404,68340,AUC,246.399,246.409
2013-01-15,VOD.L,11:45:07.200,161.88,535480,Auc,161.875,161.885
2013-01-15,BARC.L,11:45:36.000,247,704700,m,246.995,247.005
2013-01-15,VODl.CHI,11:45:36.000,161.04,944830,x,161.035,161.045
2013-01-15,BARCl.BS,11:46:04.800,241.097,781330,B,241.092,241.102
2013-01-15,VOD.L,11:46:04.800,161.444,409580,C,161.439,161.449
2013-01-15,BARCl.CHI,11:46:33.600,247.047,747390,c,247.042,247.052
2013-01-15,VODl.CHI,11:46:33.600,159.24,431330,DRK,159.235,159.245
2013-01-15,BARC.TQ,11:47:02.400,244.252,208470,X,244.247,244.257
2013-01-15,VODl.TQ,11:47:02.400,160.28,657930,B,160.275,160.285
2013-01-15,BARC.TQ,11:47:31.200,244.419,690300,X,244.414,244.424
2013-01-15,VODl.TQ,11:47:31.200,161.172,503270,A,161.167,161.177
2013-01-15,BARCl.CHI,11:48:00.000,241.308,274230,c,241.303,241.313
2013-01-15,VOD.L,11:48:00.000,158.986,474780,X,158.981,158.991
2013-01-15,BARC.TQ,11:48:28.800,245.096,757600,A,245.091,245.101
2013-01-15,VODl.TQ,11:48:28.800,161.085,939180,C,161.08,161.09
2013-01-15,BARCl.BS,11:48:57.600,241.039,799800,B,241.034,241.044
2013-01-15,VODl.CHI,11:48:57.600,159.022,551550,DRK,159.017,159.027
2013-01-15,BARCl.CHI,11:49:26.400,242.342,134960,auc,242.337,242.347
2013-01-15,VODl.CHI,11:49:26.400,160.517,605370,c,160.512,160.522
2013-01-15,BARC.L,11:49:55.200,240.981,175930,Auc,240.976,240.986
2013-01-15,VODl.CHI,11:49:55.200,159.323,796120,a,159.318,159.328
2013-01-15,BARCl.BS,11:50:24.000,246.386,802830,x,246.381,246.391
2013-01-15,VODl.BS,11:50:24.000,160.303,224510,c,160.298,160.308
2013-01-15,BARCl.CHI,11:50:52.800,240.936,300320,DRK,240.931,240.941
2013-01-15,VOD.L,11:50:52.800,162.509,268900,C,162.504,162.514
2013-01-15,BARC.L,11:51:21.600,242.269,391220,DARKTRADE,242.264,242.274
2013-01-15,VODl.CHI,11:51:21.600,162.449,428060,a,162.444,162.454
2013-01-15,BARC.TQ,11:51:50.400,246.095,199280,A,246.09,246.1
2013-01-15,VOD.L,11:51:50.400,162.251,741690,B,162.246,162.256
2013-01-15,BARCl.BS,11:52:19.200,242.015,248810,x,242.01,242.02
2013-01-15,VODl.TQ,11:52:19.200,161.896,854370,m,161.891,161.901
2013-01-15,BARCl.BS,11:52:48.000,247.078,604590,AUC,247.073,247.083
2013-01-15,VODl.BS,11:52:48.000,162.641,661310,x,162.636,162.646
2013-01-15,BARCl.BS,11:53:16.800,241.341,435530,x,241.336,241.346
2013-01-15,VODl.CHI,11:53:16.800,163.034,330980,DRK,163.029,163.039
2013-01-15,BARCl.CHI,11:53:45.600,240.936,945090,x,240.931,240.941
2013-01-15,VODl.CHI,11:53:45.600,162.502,419230,auc,162.497,162.507
2013-01-15,BARC.TQ,11:54:14.400,243.573,560100,A,243.568,243.578
2013-01-15,VOD.L,11:54:14.400,159.261,415860,m,159.256,159.266
2013-01-15,BARC.TQ,11:54:43.200,247.034,476690,Auc,247.029,247.039
2013-01-15,VOD.L,11:54:43.200,163.015,73220,A,163.01,163.02
2013-01-15,BARCl.CHI,11:55:12.000,245.849,781640,x,245.844,245.854
2013-01-15,VODl.TQ,11:55:12.000,161.854,145260,Auc,161.849,161.859
2013-01-15,BARCl.CHI,11:55:40.800,245.47,416510,DRK,245.465,245.475
2013-01-15,VODl.BS,11:55:40.800,161.896,469070,A,161.891,161.901
2013-01-15,BARC.L,11:56:09.600,242.474,275030,m,242.469,242.479
2013-01-15,VOD.L,11:56:09.600,163.02,952370,Auc,163.015,163.025
2013-01-15,BARC.L,11:56:38.400,246.42,757430,X,246.415,246.425
2013-01-15,VODl.TQ,11:56:38.400,162.064,537310,DARKTRADE,162.059,162.069
2013-01-15,BARCl.BS,11:57:07.200,242.396,361460,A,242.391,242.401
2013-01-15,VODl.CHI,11:57:07.200,160.325,675090,a,160.32,160.33
2013-01-15,BARCl.CHI,11:57:36.000,241.952,262950,c,241.947,241.957
2013-01-15,VODl.CHI,11:57:36.000,159.986,731430,a,159.981,159.991
2013-01-15,BARC.L,11:58:04.800,244.302,240950,m,244.297,244.307
2013-01-15,VODl.CHI,11:58:04.800,163.034,218380,x,163.029,163.039
2013-01-15,BARCl.CHI,11:58:33.600,244.748,655100,auc,244.743,244.753
2013-01-15,VODl.TQ,11:58:33.600,163.026,666970,X,163.021,163.031
2013-01-15,BARCl.BS,11:59:02.400,244.929,629050,AUC,244.924,244.934
2013-01-15,VODl.TQ,11:59:02.400,160.519,761740,B,160.514,160.524
2013-01-15,BARC.TQ,11:59:31.200,244.142,425200,Auc,244.137,244.147
2013-01-15,VOD.L,11:59:31.200,159.694,510170,DARKTRADE,159.689,159.699
2013-01-15,BARCl.CHI,12:00:00.000,240.948,478690,b,240.943,240.953
2013-01-15,VODl.BS,12:00:00.000,162.797,983930,A,162.792,162.802
2013-01-15,BARC.L,12:00:28.800,246.908,518860,X,246.903,246.913
2013-01-15,VODl.TQ,12:00:28.800,163.034,431480,m,163.029,163.039
2013-01-15,BARC.TQ,12:00:57.600,243.306,731470,A,243.301,243.311
2013-01-15,VODl.CHI,12:00:57.600,162.085,58880,a,162.08,162.09
2013-01-15,BARC.TQ,12:01:26.400,247.053,420110,A,247.048,247.058
2013-01-15,VODl.CHI,12:01:26.400,163.027,241390,b,163.022,163.032
2013-01-15,BARC.TQ,12:01:55.200,242.017,64500,X,242.012,242.022
2013-01-15,VODl.CHI,12:01:55.200,161.16,654730,auc,161.155,161.165
2013-01-15,BARCl.CHI,12:02:24.000,244.806,483020,c,244.801,244.811
2013-01-15,VODl.BS,12:02:24.000,162.879,522770,B,162.874,162.884
2013-01-15,BARC.TQ,12:02:52.800,247.079,371950,X,247.074,247.084
2013-01-15,VODl.TQ,12:02:52.800,163.032,380940,A,163.027,163.037
2013-01-15,BARCl.CHI,12:03:21.600,244.711,730260,a,244.706,244.716
2013-01-15,VOD.L,12:03:21.600,161.945,31900,A,161.94,161.95
2013-01-15,BARC.L,12:03:50.400,243.966,882000,C,243.961,243.971
2013-01-15,VODl.BS,12:03:50.400,161.984,864630,AUC,161.979,161.989
2013-01-15,BARC.TQ,12:04:19.200,241.853,579930,A,241.848,241.858
2013-01-15,VODl.CHI,12:04:19.200,159.274,269240,a,159.269,159.279
2013-01-15,BARC.L,12:04:48.000,245.979,883520,B,245.974,245.984
2013-01-15,VODl.BS,12:04:48.000,163.024,39110,c,163.019,163.029
2013-01-15,BARC.TQ,12:05:16.800,244.155,553520,Auc,244.15,244.16
2013-01-15,VOD.L,12:05:16.800,162.023,197310,m,162.018,162.028
2013-01-15,BARC.TQ,12:05:45.600,243.411,464660,C,243.406,243.416
2013-01-15,VOD.L,12:05:45.600,162.241,194900,m,162.236,162.246
2013-01-15,BARCl.BS,12:06:14.400,243.113,240200,x,243.108,243.118
2013-01-15,VODl.CHI,12:06:14.400,159.339,112110,c,159.334,159.344
2013-01-15,BARCl.CHI,12:06:43.200,242.204,330950,auc,242.199,242.209
2013-01-15,VODl.TQ,12:06:43.200,163.03,180090,DARKTRADE,163.025,163.035
2013-01-15,BARC.L,12:07:12.000,246.857,158890,A,246.852,246.862
2013-01-15,VODl.CHI,12:07:12.000,160.408,895590,x,160.403,160.413
2013-01-15,BARC.TQ,12:07:40.800,246.162,193460,A,246.157,246.167
2013-01-15,VODl.TQ,12:07:40.800,163.021,779540,DARKTRADE,163.016,163.026
2013-01-15,BARCl.CHI,12:08:09.600,244.472,293130,a,244.467,244.477
